   0.25038E+00    0.36658E+04    0.45077E+04    0.95174E+01   0.25035E+00    0.36853E+04    0.45374E+04    0.93386E+01   0.25001E+00    0.36513E+04    0.45072E+04    0.92475E+01   0.24972E+00    0.36888E+04    0.45164E+04    0.93848E+01
   0.24962E+00    0.36829E+04    0.45301E+04    0.95779E+01   0.24719E+00    0.36689E+04    0.44786E+04    0.94132E+01   0.24962E+00    0.36987E+04    0.45266E+04    0.94069E+01   0.24996E+00    0.36574E+04    0.45003E+04    0.93636E+01
   0.24755E+00    0.36650E+04    0.45335E+04    0.92337E+01   0.25016E+00    0.36836E+04    0.45197E+04    0.94190E+01   0.25012E+00    0.36616E+04    0.44749E+04    0.95294E+01   0.25008E+00    0.36881E+04    0.45128E+04    0.93299E+01
   0.25062E+00    0.36548E+04    0.45214E+04    0.93093E+01   0.25137E+00    0.36531E+04    0.45016E+04    0.92231E+01   0.24776E+00    0.36595E+04    0.44715E+04    0.92380E+01   0.24920E+00    0.36741E+04    0.44908E+04    0.93125E+01
   0.21726E+00    0.36608E+04    0.45190E+04    0.93472E+01   0.22919E+00    0.36229E+04    0.45308E+04    0.93470E+01   0.23186E+00    0.36937E+04    0.45136E+04    0.94305E+01   0.24236E+00    0.36690E+04    0.44640E+04    0.94540E+01
   0.21750E+00    0.36928E+04    0.44672E+04    0.95101E+01   0.23054E+00    0.36452E+04    0.44662E+04    0.92645E+01   0.22867E+00    0.36830E+04    0.45243E+04    0.93180E+01   0.23887E+00    0.36784E+04    0.44432E+04    0.93793E+01
   0.21820E+00    0.36928E+04    0.45649E+04    0.94515E+01   0.29663E+00    0.36887E+04    0.44893E+04    0.93155E+01   0.21426E+00    0.37004E+04    0.45181E+04    0.92881E+01   0.25700E+00    0.37225E+04    0.44867E+04    0.93516E+01
   0.21803E+00    0.36480E+04    0.45732E+04    0.91874E+01   0.29646E+00    0.36735E+04    0.45418E+04    0.94280E+01   0.21564E+00    0.36794E+04    0.45199E+04    0.93954E+01   0.25843E+00    0.37531E+04    0.44805E+04    0.94545E+01
   0.26935E+00    0.35954E+04    0.45047E+04    0.93077E+01   0.23780E+00    0.36549E+04    0.45670E+04    0.95149E+01   0.26354E+00    0.36704E+04    0.45103E+04    0.93783E+01   0.24280E+00    0.36865E+04    0.45853E+04    0.93801E+01
   0.26971E+00    0.35936E+04    0.44931E+04    0.94001E+01   0.23517E+00    0.36397E+04    0.45651E+04    0.92866E+01   0.26069E+00    0.36977E+04    0.44888E+04    0.93018E+01   0.24313E+00    0.36648E+04    0.45344E+04    0.93276E+01
   0.25313E+00    0.36374E+04    0.45151E+04    0.92614E+01   0.25065E+00    0.36373E+04    0.44948E+04    0.94234E+01   0.24937E+00    0.36008E+04    0.44859E+04    0.95014E+01   0.25301E+00    0.37314E+04    0.45122E+04    0.92548E+01
   0.25387E+00    0.36614E+04    0.44611E+04    0.94496E+01   0.25044E+00    0.36350E+04    0.45403E+04    0.92668E+01   0.24734E+00    0.36557E+04    0.44970E+04    0.92075E+01   0.25086E+00    0.37587E+04    0.45703E+04    0.92654E+01
   0.28094E+00    0.36581E+04    0.45536E+04    0.93502E+01   0.25835E+00    0.36286E+04    0.45893E+04    0.94392E+01   0.24497E+00    0.36438E+04    0.45429E+04    0.93380E+01   0.25279E+00    0.36236E+04    0.44457E+04    0.93100E+01
   0.28386E+00    0.36995E+04    0.45510E+04    0.92836E+01   0.26176E+00    0.36597E+04    0.45803E+04    0.94445E+01   0.24550E+00    0.36780E+04    0.45190E+04    0.93583E+01   0.25037E+00    0.36312E+04    0.44782E+04    0.92667E+01
   0.28486E+00    0.36846E+04    0.45084E+04    0.92605E+01   0.27910E+00    0.36742E+04    0.44991E+04    0.92739E+01   0.28313E+00    0.36846E+04    0.45353E+04    0.93689E+01   0.28065E+00    0.36774E+04    0.45207E+04    0.93128E+01
   0.28451E+00    0.36243E+04    0.44651E+04    0.92394E+01   0.27905E+00    0.36712E+04    0.45197E+04    0.94228E+01   0.28361E+00    0.36835E+04    0.45190E+04    0.93558E+01   0.28071E+00    0.36875E+04    0.45345E+04    0.93928E+01
   0.27388E+00    0.36684E+04    0.45467E+04    0.93283E+01   0.24843E+00    0.36960E+04    0.45317E+04    0.94796E+01   0.27555E+00    0.36079E+04    0.45650E+04    0.93022E+01   0.28027E+00    0.36403E+04    0.45560E+04    0.93256E+01
   0.27612E+00    0.36307E+04    0.45355E+04    0.93151E+01   0.24666E+00    0.36445E+04    0.45005E+04    0.93638E+01   0.27136E+00    0.36361E+04    0.45865E+04    0.94978E+01   0.28235E+00    0.36335E+04    0.45287E+04    0.93130E+01
   0.25854E+00    0.36554E+04    0.44860E+04    0.93596E+01   0.23555E+00    0.36921E+04    0.44832E+04    0.93668E+01   0.25803E+00    0.36676E+04    0.45153E+04    0.92345E+01   0.27218E+00    0.36952E+04    0.46035E+04    0.93762E+01
   0.26248E+00    0.36536E+04    0.44996E+04    0.93412E+01   0.23755E+00    0.36554E+04    0.45125E+04    0.93982E+01   0.25885E+00    0.36920E+04    0.44520E+04    0.93257E+01   0.27095E+00    0.36236E+04    0.45656E+04    0.92241E+01
   0.29390E+00    0.36922E+04    0.45125E+04    0.92473E+01   0.24994E+00    0.36343E+04    0.44939E+04    0.92452E+01   0.27568E+00    0.36991E+04    0.45389E+04    0.93678E+01   0.27193E+00    0.36793E+04    0.45362E+04    0.95123E+01
   0.29415E+00    0.37102E+04    0.44744E+04    0.91609E+01   0.25363E+00    0.36286E+04    0.44580E+04    0.92733E+01   0.27490E+00    0.37059E+04    0.44777E+04    0.92712E+01   0.26957E+00    0.37250E+04    0.45412E+04    0.93803E+01
   0.27425E+00    0.36347E+04    0.44883E+04    0.93223E+01   0.22125E+00    0.37411E+04    0.44601E+04    0.92131E+01   0.29628E+00    0.36657E+04    0.44742E+04    0.93151E+01   0.24685E+00    0.36739E+04    0.44985E+04    0.92056E+01
   0.27223E+00    0.36240E+04    0.44873E+04    0.92518E+01   0.21971E+00    0.36591E+04    0.45261E+04    0.92873E+01   0.29840E+00    0.36709E+04    0.44639E+04    0.92138E+01   0.24668E+00    0.36509E+04    0.44557E+04    0.94130E+01
   0.28909E+00    0.36708E+04    0.45074E+04    0.92569E+01   0.31048E+00    0.36658E+04    0.45227E+04    0.94874E+01   0.23998E+00    0.36346E+04    0.44999E+04    0.93170E+01   0.29094E+00    0.36776E+04    0.44785E+04    0.93155E+01
   0.29032E+00    0.36678E+04    0.45252E+04    0.91842E+01   0.30995E+00    0.36588E+04    0.44570E+04    0.92099E+01   0.24094E+00    0.36266E+04    0.45149E+04    0.92698E+01   0.29095E+00    0.37257E+04    0.45372E+04    0.93546E+01
   0.22686E+00    0.36147E+04    0.45614E+04    0.93467E+01   0.23629E+00    0.36658E+04    0.44465E+04    0.93233E+01   0.25749E+00    0.35931E+04    0.45372E+04    0.92572E+01   0.28437E+00    0.36200E+04    0.45238E+04    0.93631E+01
   0.22942E+00    0.36181E+04    0.45182E+04    0.93370E+01   0.23341E+00    0.36995E+04    0.44358E+04    0.93353E+01   0.25690E+00    0.35741E+04    0.45145E+04    0.94318E+01   0.28537E+00    0.36427E+04    0.45017E+04    0.92516E+01
   0.29175E+00    0.36549E+04    0.44884E+04    0.93086E+01   0.27826E+00    0.37273E+04    0.44893E+04    0.93035E+01   0.24894E+00    0.36325E+04    0.45223E+04    0.93505E+01   0.22538E+00    0.36585E+04    0.44509E+04    0.93675E+01
